20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	-0.008945	-0.027677	-0.031203	0.102575	0.154818	-0.078732	0.002383	0.12081	-0.03337	-0.007376	-0.211801	-0.00838	-0.021567	-0.007043	0.132615	0.03758	0.013399	-0.001584	-0.011399	0.114386
0.2	-0.009017	-0.027653	-0.031197	0.102715	0.155325	-0.07894	0.002758	0.121682	-0.032952	-0.00713	-0.199318	-0.008334	-0.021578	-0.007071	0.114823	0.037678	0.013436	-0.001593	-0.011423	0.112639
0.3	-0.009036	-0.027636	-0.031159	0.102995	0.155552	-0.078835	0.001367	0.121253	-0.029272	-0.006497	-0.194881	-0.008135	-0.022087	-0.007003	-0.020699	0.037675	0.014114	-0.001556	-0.011414	0.081733
0.4	-0.009107	-0.027555	-0.030967	0.10459	0.053475	-0.079818	-0.001602	-0.0414	-0.001982	0.002603	0.043341	0.02786	-0.021754	-0.006927	0.117	0.038611	0.014101	-0.001679	-0.011662	0.021627
0.5	-0.009113	-0.027568	-0.03113	0.103457	0.05409	-0.080763	-0.001577	-0.041003	-0.038102	0.002481	0.043441	0.025778	-0.021699	-0.006985	0.119009	0.03868	0.014022	-0.001582	-0.011622	0.021708
0.6	-0.009138	-0.027545	-0.031114	0.104195	0.220087	-0.079525	-0.000727	-0.040287	-0.038602	0.002484	0.043548	0.024809	-0.021601	-0.006956	0.11956	0.038941	0.013314	-0.001624	-0.011623	0.021783
0.7	-0.009124	-0.027526	-0.031105	0.103048	0.245422	-0.07856	-0.00056	-0.039995	-0.037068	0.002533	0.043392	0.024307	-0.021642	-0.006952	0.119009	0.038784	0.013149	-0.001659	-0.011621	0.021429
0.8	-0.009116	-0.027401	-0.030663	0.104882	0.159497	-0.077845	-0.000937	-0.04023	-0.03637	0.002589	0.04241	0.02312	-0.021562	-0.007082	0.119362	0.038627	0.198417	-0.00139	-0.011651	0.021305
0.9	-0.009267	0.000752	-0.030846	0.106425	0.151298	-0.081533	-0.001313	-0.040632	-0.038387	0.002594	-0.125217	0.023552	-0.021744	-0.00695	0.119729	0.038492	0.219624	-0.001368	-0.011669	0.021384
1	-0.009432	0.095939	-0.030732	0.21633	0.254998	0.058757	-0.00162	-0.040703	-0.03792	0.002755	-0.126752	0.022708	-0.021764	-0.006958	0.119544	0.03858	0.219465	-0.001496	-0.011663	0.021402
1.1	-0.009377	0.093709	-0.030814	0.257125	0.310297	0.157695	-0.001265	-0.040352	-0.039053	0.003115	-0.127787	-0.008349	-0.021791	-0.006973	0.119343	0.038375	0.21884	-0.001375	-0.011652	0.021291
1.2	-0.009362	0.093404	-0.030819	0.105302	0.156112	0.006175	-0.00108	-0.040163	-0.036345	0.002984	-0.127963	-0.008426	-0.021829	-0.006944	0.118526	0.038388	0.217918	-0.001384	-0.011667	0.021411
1.3	-0.009332	0.093465	-0.030825	0.105385	0.151923	0.001563	-0.001018	-0.040325	-0.038708	0.003009	-0.127714	-0.008396	-0.021863	-0.00695	0.117547	0.038479	0.21757	-0.001278	-0.011635	0.021458
1.4	-0.009366	0.09336	-0.030823	0.105208	0.163843	0.001562	-0.001142	-0.040513	-0.04058	0.002956	-0.125543	-0.008548	-0.022137	-0.006922	0.117836	0.03803	0.217349	-0.00123	-0.011616	0.021243
1.5	-0.009374	0.093242	-0.030841	0.10505	0.154488	0.000158	-0.001262	-0.040427	-0.040735	0.003133	-0.125794	-0.008443	-0.022053	-0.006934	0.118996	0.037316	0.21692	-0.001215	-0.011584	0.021356
1.6	-0.009287	0.093059	-0.030822	0.103752	0.155272	0.001433	-0.0011	-0.040533	-0.038067	0.003321	-0.125247	-0.00844	-0.0219	-0.006896	0.147889	0.036597	0.165142	-0.001418	-0.011583	0.021386
1.7	-0.009212	0.092836	-0.030846	0.104148	0.155955	0.001412	-0.000883	-0.005187	-0.039875	0.003692	-0.125422	-0.00843	-0.021665	-0.006859	0.165855	0.036872	0.013903	-0.001849	-0.011613	0.021034
1.8	-0.012065	0.09273	-0.030585	0.104715	0.150033	0.007577	-0.00047	0.124085	-0.036698	0.080083	-0.125839	-0.008482	-0.021742	-0.006854	0.16431	0.037136	0.013796	-0.001821	-0.011595	0.021036
1.9	-0.012973	0.092836	-0.030499	0.103218	0.143103	-0.024608	-0.00053	0.123117	-0.03934	0.093479	-0.129306	-0.008533	-0.021965	-0.006853	0.163336	0.03696	0.013735	-0.001848	-0.011605	0.021068
2	-0.010199	0.238455	-0.030535	0.104792	0.14245	-0.114008	-0.00048	0.123188	-0.034125	0.092723	-0.140901	-0.008455	-0.021982	-0.006869	0.162549	0.037287	0.012912	-0.00187	-0.011573	0.073726
2.1	-0.00951	0.204304	-0.030741	0.105528	0.143843	-0.11549	-0.00052	0.122798	-0.035938	0.091153	-0.142841	-0.008467	-0.02189	-0.006886	0.162467	0.037222	0.012902	-0.001591	-0.011568	0.125719
2.2	-0.009362	0.120378	-0.030967	0.10464	0.150848	-0.114672	-0.000508	0.122197	-0.040268	0.09089	-0.142912	-0.008499	-0.021488	-0.006989	0.163207	0.047779	0.013476	-0.001906	-0.011538	0.114089
2.3	-0.009346	0.120086	-0.031	0.103893	0.154565	-0.113905	-0.000953	0.120902	-0.038418	0.091584	-0.143017	-0.008499	-0.021748	-0.006956	0.162052	0.033604	0.014049	-0.00187	-0.011509	0.11194
2.4	-0.009366	0.119848	-0.03099	0.103412	0.154197	-0.113378	-0.001062	0.120142	-0.037333	0.033376	-0.140229	-0.008778	-0.021878	-0.006948	0.161155	0.033219	0.027788	-0.001694	-0.011558	0.111617
2.5	-0.009386	0.119659	-0.031008	0.102968	0.153455	-0.11313	-0.001077	0.120087	-0.040518	0.002587	-0.138942	-0.008796	-0.021817	-0.006964	0.161091	0.032935	0.01348	-0.00186	-0.007551	0.111831
2.6	-0.009424	0.119484	-0.031056	0.103085	0.154152	-0.113248	-0.000948	0.120175	-0.04101	0.002726	-0.139648	-0.008759	-0.021679	-0.006997	0.162449	0.033222	0.013972	-0.001891	-0.003516	0.0364
2.7	-0.009457	0.119661	-0.031071	0.103647	0.154195	-0.112975	-0.000653	0.120807	-0.035443	0.00287	-0.139253	-0.008756	-0.021443	-0.007078	0.154397	0.033453	0.01429	-0.001883	-0.01156	0.004753
2.8	-0.009475	0.119548	-0.031141	0.10377	0.151977	-0.102043	-0.000908	0.120177	-0.039813	0.00291	-0.138324	-0.008853	-0.021959	-0.007048	0.120086	0.033068	0.014307	-0.002009	-0.011591	0.000971
2.9	-0.009463	0.11918	-0.031094	0.103762	0.151893	-0.101287	-0.001083	0.120068	-0.03959	0.002965	-0.137732	-0.008857	-0.022127	-0.007029	0.120133	0.033111	0.014234	-0.002051	-0.011574	-0.002539
3	-0.009459	0.119126	-0.031132	0.103027	0.152058	-0.104017	-0.000628	0.119625	-0.037155	0.002952	-0.137765	-0.008732	-0.02213	-0.007029	0.119908	0.033285	0.014197	-0.002036	-0.011532	-0.0034
3.1	-0.009355	0.017124	-0.031199	0.104302	0.15126	-0.09242	-0.00068	-0.026017	-0.035407	0.00286	-0.136921	-0.008776	-0.022034	-0.007064	0.11982	0.037255	0.014106	-0.00181	-0.011596	-0.003483
3.2	-0.009288	-0.027774	-0.031265	0.103298	0.153247	-0.106757	-0.000857	-0.040962	-0.03645	0.00318	-0.137722	-0.008795	-0.021797	-0.007102	0.119859	0.037843	0.014186	-0.001808	-0.0116	-0.003399
3.3	-0.009323	-0.027792	-0.031243	0.10572	0.154125	-0.093667	0.02078	-0.040792	-0.040468	0.003024	-0.138388	-0.008728	-0.022043	-0.007015	0.119968	0.037641	0.014341	-0.001802	-0.011615	-0.00287
3.4	-0.009301	-0.027726	-0.031249	0.105502	0.153312	-0.093083	0.040047	-0.041203	-0.034503	0.002931	-0.138546	-0.008682	-0.022125	-0.007039	0.119076	0.037611	0.013485	-0.001872	-0.011629	-0.002868
3.5	-0.009275	-0.027707	-0.031305	0.106247	0.153437	-0.093698	0.001707	-0.042457	-0.039882	0.002898	-0.138368	-0.008711	-0.022249	-0.007034	0.118901	0.037811	0.013124	-0.001881	-0.011558	-0.002744
3.6	-0.009258	-0.027682	-0.031267	0.106348	0.152862	-0.093742	-0.000743	-0.040995	-0.035342	0.002597	-0.136434	-0.00884	-0.022242	-0.007113	0.118813	0.038073	0.013013	-0.002014	-0.011558	-0.00278
3.7	-0.009251	-0.027691	-0.031209	0.105897	0.152175	-0.093418	-0.000812	-0.040462	-0.04087	0.001483	-0.134009	-0.009159	-0.022005	-0.007217	0.120412	0.038016	0.013826	-0.002024	-0.011567	-0.002739
3.8	-0.009199	-0.027724	-0.031199	0.1064	0.15323	-0.093712	-0.000828	-0.040568	-0.041017	0.000875	-0.132859	-0.009288	-0.022051	-0.007174	0.120354	0.037909	0.013803	-0.002009	-0.011532	-0.00302
3.9	-0.009149	-0.027723	-0.031299	0.10548	0.151945	-0.09364	-0.000808	-0.040687	-0.0378	0.000586	-0.133734	-0.009249	-0.02221	-0.00713	0.120447	0.037751	0.014161	-0.00194	-0.011541	-0.00279
4	-0.009088	-0.027696	-0.031295	0.105482	0.151657	-0.093523	-0.000937	-0.040663	-0.037625	0.000943	-0.132223	-0.009288	-0.022231	-0.007153	0.120586	0.038049	0.014377	-0.001895	-0.011515	-0.002516
4.1	-0.009217	-0.027708	-0.031328	0.106855	0.154057	-0.09433	-0.000753	-0.040628	-0.039048	0.000871	-0.132021	-0.009294	-0.022203	-0.007194	0.120769	0.038334	0.014315	-0.001893	-0.01149	0.093089
4.2	-0.009151	-0.027722	-0.031261	0.107708	0.154873	-0.09441	-0.00083	-0.040572	-0.030148	0.001006	-0.132435	-0.009271	-0.021569	-0.00708	0.11781	0.038274	0.0144	-0.001817	-0.01151	0.101492
4.3	-0.009141	-0.027726	-0.031296	0.107725	0.153022	-0.094077	-0.000807	-0.040575	-0.028148	0.001224	-0.135101	-0.009199	-0.021356	-0.007094	0.117273	0.038058	0.014465	-0.001863	-0.011553	0.102024
4.4	-0.009118	-0.02771	-0.031306	0.108113	0.153455	-0.094438	-0.000865	-0.04043	-0.028522	0.001133	-0.134876	-0.009203	-0.021469	-0.007035	0.117046	0.038047	0.01439	-0.001742	-0.011576	0.102415
4.5	-0.009124	-0.02773	-0.031336	0.109125	0.155007	-0.094202	-0.000793	-0.040582	-0.024692	0.053429	-0.135401	-0.009228	-0.021481	-0.006983	0.115889	0.038413	0.014829	-0.001639	-0.011557	0.102344
4.6	-0.009094	-0.027713	-0.031316	0.108027	0.154108	-0.094203	-0.000878	-0.041097	-0.030102	0.084003	-0.135848	-0.009201	-0.02159	-0.006895	0.115242	0.038889	0.189728	-0.001279	-0.011552	0.101799
4.7	-0.009127	-0.027726	-0.031315	0.1078	0.153473	-0.094135	-0.000808	-0.041853	-0.031677	0.083053	-0.135929	-0.009185	-0.02148	-0.006981	0.084233	0.038901	0.221261	-0.001293	-0.011588	-0.002384
4.8	-0.009119	-0.027785	-0.031336	0.10833	0.154303	-0.09421	-0.00058	-0.041205	-0.0321	0.083035	-0.1352	-0.009223	-0.02142	-0.00698	-0.021907	0.037467	0.21691	-0.001326	-0.011614	-0.002406
4.9	-0.009078	-0.027764	-0.031317	0.107915	0.153478	-0.094022	-0.00067	-0.04045	-0.03219	0.083546	-0.13649	-0.009266	-0.021614	-0.006892	-0.021783	0.032249	0.213605	-0.001311	-0.011569	-0.002649
5	-0.009081	-0.027745	-0.03131	0.108455	0.15383	-0.093887	-0.000763	-0.040585	-0.025267	0.083179	-0.097024	-0.009145	-0.021587	-0.00694	-0.021765	0.031224	0.213541	-0.001349	-0.011533	-0.002898
5.1	-0.009163	-0.027777	-0.031288	0.109447	0.155267	-0.094198	-0.000682	-0.040687	-0.027927	0.037272	0.02949	-0.008744	-0.021628	-0.006935	-0.021837	0.031344	0.215538	-0.001407	-0.01155	-0.002445
5.2	-0.009262	-0.027809	-0.031313	0.108653	0.154565	-0.093892	-0.000463	-0.040657	-0.03046	0.001835	0.029423	-0.008602	-0.021585	-0.007001	-0.02184	0.031397	0.218758	-0.001319	-0.011578	-0.00216
5.3	-0.009281	-0.027779	-0.031273	0.108033	0.154473	-0.094183	-0.000717	-0.040702	-0.032195	0.001834	0.029186	-0.008589	-0.021478	-0.007051	-0.021855	0.03146	0.219143	-0.001256	-0.011575	-0.002145
5.4	-0.009258	-0.027785	-0.031287	0.10903	0.155612	-0.094388	-0.000612	-0.040713	-0.030457	0.001945	0.036572	-0.008589	-0.021695	-0.006997	-0.021559	0.031561	0.160107	-0.001325	-0.011595	-0.002254
5.5	-0.009226	-0.027776	-0.031301	0.10874	0.155012	-0.0901	-0.000968	-0.040962	-0.03079	0.001962	0.044434	-0.00861	-0.021717	-0.007055	-0.021373	0.031301	0.01461	-0.001602	-0.011555	-0.002243
5.6	-0.009295	-0.027837	-0.031233	0.108527	0.154675	-0.047407	-0.000622	-0.040722	-0.030215	0.0018	0.044274	-0.008505	-0.022006	-0.007033	-0.021316	0.031202	0.014898	-0.001589	-0.011538	-0.002037
5.7	-0.009208	-0.027988	-0.031259	0.10872	0.155222	0.061598	-0.00054	0.054657	-0.03032	0.001911	0.044151	-0.008484	-0.021855	-0.007038	-0.021454	0.042916	0.01524	-0.00163	-0.011541	-0.002085
5.8	-0.009132	-0.027785	-0.031282	0.108078	0.154312	0.067955	-0.000285	0.107233	-0.030427	0.001986	0.044151	-0.008448	-0.021678	-0.007059	-0.021569	0.028072	0.014976	-0.001661	-0.011584	-0.002196
5.9	-0.009099	-0.02772	-0.031286	0.108335	0.154513	0.063362	-0.000702	0.107753	-0.033293	0.001961	0.04383	-0.008462	-0.021547	-0.00711	-0.021755	0.027784	0.014935	-0.001581	-0.011555	-0.001987
6	-0.00913	-0.027736	-0.031258	0.109538	0.15601	0.03701	-0.000753	0.109197	-0.030407	0.002214	0.043437	-0.00814	-0.0217	-0.007015	-0.021746	0.027349	0.014956	-0.001602	-0.011517	-0.002182
6.1	-0.009252	-0.027761	-0.031322	0.328712	0.376197	0.249905	-0.00066	0.10965	-0.02738	0.001861	0.043291	0.027163	-0.021741	-0.007	-0.0217	0.027184	0.015175	-0.001709	-0.011488	-0.002302
6.2	-0.009251	-0.027745	-0.031266	0.217917	0.264417	0.138578	-0.001252	0.107703	-0.029845	0.001852	0.043249	0.025105	-0.021634	-0.007063	-0.021665	0.027335	0.015174	-0.001735	-0.011477	-0.001853
6.3	-0.009177	-0.027746	-0.03122	0.108912	0.156237	0.02939	-0.000607	0.109847	-0.032735	0.001982	0.043244	0.02399	-0.021423	-0.007159	-0.021757	0.027554	0.028469	-0.001484	-0.0115	-0.001049
6.4	-0.009137	-0.027714	-0.031226	0.108833	0.155347	0.029268	-0.00038	0.109792	-0.032447	0.002105	0.043025	0.023304	-0.021361	-0.007169	-0.021823	0.027461	0.013832	-0.00139	-0.01145	0.102418
6.5	-0.009122	-0.027738	-0.031288	0.109122	0.15494	-0.072897	-0.000283	0.11058	-0.026042	0.002214	0.042765	0.02272	-0.021591	-0.007038	-0.021714	0.027411	0.014239	-0.001357	-0.011379	0.104497
6.6	-0.00916	-0.027736	-0.031334	0.084142	0.156373	-0.088712	-0.000565	0.10938	-0.029703	0.002169	0.042817	0.022361	-0.021644	-0.007009	-0.021613	0.029823	0.01532	-0.00149	0.031075	0.10449
6.7	-0.009143	-0.027722	-0.031291	-0.018692	0.1559	-0.088627	-0.000947	0.106742	-0.030783	0.001664	0.042904	0.022128	-0.021752	-0.007025	-0.021575	0.031358	0.015408	-0.001559	-0.004859	0.10385
6.8	-0.009318	0.102092	-0.031075	-0.018782	0.154937	-0.053065	-0.000782	0.107298	-0.031562	0.002539	0.042725	-0.006671	-0.021806	-0.007023	-0.021763	0.031479	0.015259	-0.001604	0.052846	0.103081
6.9	-0.009341	0.121626	-0.031126	-0.018992	0.155943	-0.049095	-0.000807	0.107512	-0.031813	0.002425	0.042681	-0.008303	-0.021571	-0.007092	-0.021809	0.031547	0.015215	-0.001641	-0.007205	0.069795
7	-0.009338	0.121008	-0.03119	-0.019015	0.156978	-0.045953	-0.001033	0.10597	-0.033022	0.002269	0.042537	-0.008281	-0.021601	-0.007096	-0.022021	0.031277	0.015179	-0.001466	-0.011406	-0.00316
7.1	-0.009307	0.120441	-0.031258	-0.018787	0.15739	-0.083232	-0.001122	0.105592	-0.03146	0.028358	0.042635	-0.008393	-0.021696	-0.007055	-0.02202	0.031257	0.01503	-0.001363	-0.011443	-0.001805
7.2	-0.009341	0.120334	-0.031141	-0.019308	0.150297	-0.088425	-0.000933	0.106972	-0.022255	0.08753	0.042902	-0.008375	-0.021682	-0.007041	-0.021997	0.031214	0.015162	-0.001422	-0.011527	0.012377
7.3	-0.009315	0.120069	-0.03114	-0.019317	0.150938	-0.08629	-0.000663	0.109012	0.080813	0.087754	0.042729	-0.008403	-0.02173	-0.007083	-0.02184	0.031422	0.01517	-0.001482	-0.011525	0.014795
7.4	-0.009362	0.14404	-0.030997	-0.01917	0.151903	-0.088502	-0.001038	-0.026407	0.079913	0.086657	0.012995	-0.008434	-0.021846	-0.007009	-0.021938	0.031536	0.015297	-0.001443	-0.011505	0.01452
7.5	-0.009601	0.244399	-0.030734	-0.019022	0.151848	-0.088138	-0.000943	-0.040028	0.079383	0.086617	-0.124102	-0.00871	-0.021366	-0.007083	0.012773	0.031567	0.015077	-0.001486	-0.011517	0.01451
7.6	-0.009551	0.241547	-0.030893	-0.019058	0.15135	-0.088155	-0.000785	-0.039468	0.080212	0.087619	-0.123138	-0.008807	-0.021616	-0.006959	0.02315	0.031652	0.015096	-0.001435	-0.011559	0.014646
7.7	-0.009576	0.239809	-0.030837	-0.019082	0.151053	-0.088392	-0.00073	-0.039468	0.083057	0.0537	-0.124249	-0.008748	-0.021765	-0.006917	0.02251	0.031973	0.014016	-0.001331	-0.011571	0.014557
7.8	-0.009526	0.239441	-0.030885	-0.019055	0.149455	-0.087978	-0.001198	-0.038247	0.08191	0.002013	-0.124766	-0.008722	-0.021861	-0.006922	0.021785	0.030012	0.013348	-0.00128	-0.011607	0.014389
7.9	-0.009468	0.148986	-0.030852	-0.018918	0.148522	-0.079307	-0.00092	-0.040043	0.085072	0.001707	-0.125113	-0.008704	-0.022012	-0.006885	0.02147	0.029593	0.013567	-0.001328	-0.011636	0.014197
8	-0.00943	0.093423	-0.030918	-0.019222	0.146178	-0.052618	-0.001865	-0.04098	0.079527	0.001729	-0.125403	-0.008692	-0.021705	-0.007053	0.021304	0.02986	0.013935	-0.001379	-0.011614	0.01438
8.1	-0.013138	0.093024	-0.030628	-0.01951	0.147233	-0.046843	-0.001728	-0.04112	0.08545	0.001684	-0.12482	-0.008678	-0.021615	-0.007111	0.021264	0.030286	0.013999	-0.001537	-0.011629	0.014297
8.2	-0.013031	0.092914	-0.030597	-0.019553	0.148258	-0.043093	-0.001505	-0.040743	0.08265	0.001701	-0.124923	-0.008665	-0.021855	-0.007	0.021017	0.030471	0.013936	-0.001517	-0.011616	0.01446
8.3	-0.013012	0.092874	-0.030614	-0.019665	0.147878	-0.031045	-0.001407	-0.040802	0.07733	0.001489	-0.125311	-0.008741	-0.021898	-0.006958	0.02075	0.030255	0.014096	-0.001482	-0.011611	0.014542
8.4	-0.013173	0.092892	-0.030605	-0.019623	0.148715	-0.017153	-0.001235	-0.040707	0.080542	0.000911	-0.125731	-0.008877	-0.022046	-0.007002	0.020568	0.030435	0.074836	-0.001456	-0.011655	0.014619
8.5	-0.012949	0.092605	-0.03056	-0.019405	0.147888	-0.068182	0.09711	-0.044085	0.081675	0.001119	-0.123331	-0.00876	-0.022055	-0.00696	0.020421	0.03062	0.217644	-0.001457	-0.011643	0.014618
8.6	-0.013066	0.062433	-0.0307	-0.019343	0.14827	-0.079765	0.06555	-0.044745	0.079012	0.000371	-0.123109	-0.008929	-0.021835	-0.007054	0.004456	0.030567	0.217782	-0.001464	-0.011616	0.014372
8.7	-0.012612	-0.027801	-0.030885	-0.019562	0.145355	-0.07894	0.056148	-0.041098	0.07656	0.000138	-0.119526	-0.008927	-0.021722	-0.007119	-0.021975	0.030243	0.218042	-0.001385	-0.011622	0.08874
8.8	-0.012713	-0.027775	-0.030842	-0.019093	0.149532	-0.079768	-0.00149	0.11327	0.078772	0.000135	-0.120972	-0.008972	-0.02203	-0.007056	-0.021925	0.030327	0.217509	-0.001429	-0.011601	0.120312
8.9	-0.009456	-0.0276	-0.031127	-0.019192	0.149443	-0.079433	-0.001418	0.121833	0.074975	0.000241	-0.135818	-0.009009	-0.022264	-0.007046	-0.021764	0.030499	0.217621	-0.001555	-0.01162	0.120204
9	-0.009207	-0.027641	-0.03119	-0.019232	0.150763	-0.079718	-0.001387	0.120142	0.080807	0.000243	-0.135976	-0.008872	-0.022221	-0.007039	-0.021692	0.030691	0.212543	-0.001469	-0.011634	0.120177
9.1	-0.009201	-0.02766	-0.031207	-0.019182	0.150978	-0.080112	-0.001358	0.119735	0.076028	0.001161	-0.135432	-0.008697	-0.02196	-0.006975	-0.00472	0.030919	0.212291	-0.001446	-0.011666	0.119997
9.2	-0.009176	-0.02768	-0.031216	-0.019167	0.151798	-0.079903	-0.001535	0.120813	0.07708	0.001199	-0.136056	-0.008711	-0.021761	-0.007006	0.118298	0.043568	0.213448	-0.001498	-0.011675	0.11013
9.3	-0.009201	-0.027711	-0.031099	-0.01907	0.152793	-0.079942	-0.00151	0.12052	0.081158	0.001355	-0.135962	-0.008673	-0.021653	-0.007075	0.118545	0.027678	0.072467	-0.001836	-0.011738	0.01442
9.4	-0.009106	-0.027608	-0.031123	-0.019172	0.152372	-0.08003	-0.001527	0.119968	0.080427	0.001129	-0.131485	-0.008774	-0.022042	-0.007128	0.118166	0.027437	0.013976	-0.001791	-0.011715	0.014288
